State/UT,District,Year,Murder,Attempt_To_Murder,Culpable_Homicide_Not_Amounting_To_Murder,Rape,Kidnapping_And_Abduction_Of_Women_And_Girls,Kidnapping_And_Abduction_Of_Others,Dacoity,Robbery,Burglary,Auto_Theft,Other_Theft,Riots,Criminal_Breach_Of_Trust,Cheating,Counterfieting,Arson,Hurt/Grevious_Hurt,Dowry_Deaths,Assault_On_Women_With_Intent_To_Outrage_Her_Modesty,Insult_To_Modesty_Of_Women,Cruelty_By_Husband_Or_His_Relatives,Causing_Death_By_Negligence,Other_Ipc_Crimes,Total_Ipc_Crimes,Total_Crimes
Chhattisgarh,Surajpur,2006,48,20,0,57,4,1,8,24,112,10,85,42,4,19,1,15,180,1,57,2,32,64,395,1182,4369
Chhattisgarh,Balrampur,2007,34,14,3,46,1,1,3,6,33,5,20,25,0,4,0,5,204,1,45,0,22,27,159,658,3323
Chhattisgarh,Bilaspur,2007,93,43,5,61,22,0,3,62,527,294,490,158,10,34,7,19,1421,26,179,8,129,209,1780,5581,13168
Chhattisgarh,Bizapur,2007,113,148,0,4,0,9,29,1,9,2,7,11,0,3,0,14,11,0,4,0,2,12,96,475,2957
Chhattisgarh,Dantewara,2007,87,99,0,8,2,4,13,1,52,9,57,9,1,3,1,8,46,0,8,2,4,33,315,762,3531
Chhattisgarh,Dhamtari,2007,14,10,0,26,6,2,1,6,138,39,118,23,2,24,7,9,86,1,63,7,15,95,936,1628,5263
Chhattisgarh,Durg,2007,76,47,2,119,22,13,7,51,456,274,534,55,10,74,1,20,450,14,200,13,101,348,3195,6084,14173
Chhattisgarh,Grp Raipur,2007,1,1,0,1,1,0,0,3,5,11,175,3,2,0,2,1,13,1,4,0,0,1,66,291,2589
Chhattisgarh,Jagdalpur,2007,70,31,1,60,14,0,2,13,85,44,78,60,6,24,3,0,192,2,45,2,24,145,1022,1924,5854
Chhattisgarh,Janjgir,2007,56,35,0,54,5,2,2,28,251,80,176,69,5,26,7,22,203,13,97,10,89,137,1373,2740,7487
Chhattisgarh,Jashpur,2007,57,16,0,61,18,4,13,32,82,32,50,27,4,24,4,10,112,1,43,4,11,56,390,1053,4111
Chhattisgarh,Kabirdham,2007,17,8,3,29,0,3,0,3,81,18,79,19,3,16,2,5,406,3,57,8,32,47,366,1205,4417
Chhattisgarh,Kanker,2007,38,27,0,22,6,0,9,16,81,12,73,29,3,12,0,16,35,1,24,1,16,69,653,1143,4293
Chhattisgarh,Korba,2007,47,11,1,31,4,1,3,15,152,118,172,31,1,19,4,11,461,1,69,4,43,154,872,2228,6460
Chhattisgarh,Koriya,2007,42,30,1,66,8,0,2,16,191,33,139,23,2,11,0,8,458,0,77,0,29,80,373,1589,5185
Chhattisgarh,Mahasamund,2007,16,9,0,25,3,1,2,10,122,57,155,17,7,11,0,6,213,2,56,3,16,128,600,1460,4926
Chhattisgarh,Narayanpur,2007,25,31,0,3,0,3,4,2,9,2,2,0,0,2,1,9,9,0,2,0,2,2,30,138,2283
Chhattisgarh,Raigarh,2007,62,30,0,55,7,0,1,23,222,120,209,80,21,21,6,20,499,7,86,12,33,171,1079,2764,7535
Chhattisgarh,Raipur,2007,110,77,3,120,39,14,8,61,714,517,655,139,56,105,11,36,1535,15,253,28,131,491,3225,8344,18694
Chhattisgarh,Rajnandgaon,2007,44,25,0,54,11,5,3,18,219,67,180,28,11,24,4,16,79,8,78,6,59,122,1839,2900,7807
Chhattisgarh,Sarguja,2007,54,31,6,72,9,0,5,33,96,60,110,30,4,14,1,10,90,1,78,1,30,72,760,1568,5142
Chhattisgarh,Surajpur,2007,41,24,1,65,3,1,5,27,107,20,88,45,2,16,3,8,278,3,81,2,36,77,376,1310,4626
Chhattisgarh,Balrampur,2008,49,12,1,41,5,2,4,20,46,1,32,32,0,4,2,6,222,3,43,0,24,58,165,774,3554
Chhattisgarh,Bilaspur,2008,112,48,0,71,25,8,6,55,610,307,562,211,11,74,7,31,1741,19,171,4,136,275,1851,6337,14680
Chhattisgarh,Bizapur,2008,95,82,1,5,2,6,11,6,8,0,4,18,0,1,0,12,9,0,5,0,1,14,88,368,2744
Chhattisgarh,Dantewara,2008,69,84,0,10,7,1,25,1,44,13,34,28,0,8,0,20,43,1,17,1,3,33,278,723,3451
Chhattisgarh,Dhamtari,2008,23,16,0,26,4,0,5,11,152,52,99,34,0,20,0,8,74,3,47,4,19,114,841,1552,5112
Chhattisgarh,Durg,2008,83,39,4,109,12,6,5,61,593,323,499,54,15,69,8,25,385,11,218,17,118,360,3580,6595,15197
Chhattisgarh,Grp Raipur,2008,5,1,0,2,0,0,0,4,7,20,175,1,0,2,0,0,14,0,4,2,0,1,63,301,2610
Chhattisgarh,Jagdalpur,2008,73,46,1,68,11,2,11,13,112,55,73,55,3,18,5,9,214,2,49,2,23,149,1315,2309,6626
Chhattisgarh,Janjgir,2008,36,31,1,47,7,1,3,34,270,86,233,100,5,23,9,17,180,14,135,12,123,137,1507,3011,8030
Chhattisgarh,Jashpur,2008,65,16,0,71,41,5,6,24,87,26,100,27,0,16,2,6,98,0,56,3,19,84,516,1270,4546
Chhattisgarh,Kabirdham,2008,11,18,0,29,4,1,3,13,120,20,121,50,6,21,0,11,642,5,79,6,23,58,479,1720,5448
Chhattisgarh,Kanker,2008,54,53,1,15,7,3,14,13,76,13,64,26,3,6,1,19,31,4,26,3,13,74,543,1062,4132
Chhattisgarh,Korba,2008,38,12,0,31,9,3,4,36,147,133,160,39,4,26,4,5,624,5,68,10,42,196,918,2515,7037
Chhattisgarh,Koriya,2008,48,22,0,54,5,0,4,13,209,27,132,28,7,14,0,15,557,2,93,6,34,59,469,1798,5604
Chhattisgarh,Mahasamund,2008,19,13,1,24,7,1,1,5,120,37,118,20,11,19,3,9,200,6,57,4,27,160,631,1493,4994
Chhattisgarh,Narayanpur,2008,18,49,0,1,0,1,7,0,3,4,4,1,1,0,0,7,14,0,0,0,0,8,33,151,2310
Chhattisgarh,Raigarh,2008,89,24,0,30,7,3,2,28,237,162,286,109,23,25,3,18,643,7,74,8,45,158,964,2945,7898
Chhattisgarh,Raipur,2008,112,91,1,128,36,10,5,85,823,672,853,183,60,138,21,51,2328,11,247,34,124,533,3430,9981,21965
Chhattisgarh,Rajnandgaon,2008,47,33,4,60,12,0,2,23,251,81,207,42,7,36,4,14,99,7,72,5,57,153,2035,3252,8511
Chhattisgarh,Sarguja,2008,65,27,1,78,8,1,2,30,87,65,97,44,2,30,1,13,77,3,89,3,27,89,966,1805,5618
Chhattisgarh,Surajpur,2008,58,19,2,78,7,3,4,25,110,25,104,42,11,12,1,6,370,3,71,1,39,87,402,1480,4968
Chhattisgarh,Balrampur,2009,41,18,1,43,10,0,9,11,49,0,50,23,0,6,0,6,179,2,40,26,0,29,218,761,3531
Chhattisgarh,Bilaspur,2009,96,52,1,59,32,13,5,68,576,326,523,187,16,56,7,42,1741,30,175,17,131,235,2048,6438,14883
Chhattisgarh,Bizapur,2009,61,102,1,10,0,4,10,1,4,0,6,5,0,7,0,19,7,0,1,0,3,9,56,306,2621
Chhattisgarh,Dantewara,2009,60,76,0,14,5,5,30,6,36,14,44,20,2,8,2,20,50,0,14,0,5,38,288,737,3483
Chhattisgarh,Dhamtari,2009,15,16,0,24,7,0,5,10,134,40,87,29,2,19,0,4,66,1,64,3,15,80,821,1442,4893
Chhattisgarh,Durg,2009,87,45,0,109,17,2,8,63,564,316,410,81,18,105,12,35,298,8,223,20,124,394,4399,7341,16688
Chhattisgarh,Grp Raipur,2009,8,1,0,0,1,0,0,5,6,22,249,2,0,1,1,0,11,0,1,0,1,2,47,358,2725
Chhattisgarh,Jagdalpur,2009,71,45,1,60,15,4,9,19,144,94,80,31,6,13,0,10,599,0,36,1,17,170,786,2211,6431
Chhattisgarh,Janjgir,2009,58,23,0,25,11,2,2,21,206,96,172,107,4,56,3,18,966,12,97,10,96,136,843,2964,7937
Chhattisgarh,Jashpur,2009,53,23,1,64,24,2,3,30,104,36,74,10,5,13,6,17,100,3,57,2,25,75,529,1258,4523
Chhattisgarh,Kabirdham,2009,20,14,5,20,0,2,1,7,77,16,82,42,2,14,0,8,662,1,55,6,29,67,437,1567,5143
Chhattisgarh,Kanker,2009,46,26,0,22,4,7,11,10,62,13,24,28,1,13,1,9,22,2,28,2,16,69,577,993,3995
Chhattisgarh,Korba,2009,58,12,1,35,4,2,3,38,181,105,125,49,9,47,3,11,688,9,82,8,52,169,732,2428,6860
Chhattisgarh,Koriya,2009,29,15,0,70,8,0,1,9,166,8,118,17,4,19,0,11,482,4,83,11,58,50,411,1574,5157
Chhattisgarh,Mahasamund,2009,15,13,0,28,4,2,0,7,138,76,97,24,2,28,4,10,153,8,60,4,17,160,810,1660,5329
Chhattisgarh,Narayanpur,2009,17,51,0,1,0,0,4,2,4,0,3,1,0,0,0,7,28,1,4,0,0,3,45,171,2351
Chhattisgarh,Raigarh,2009,82,24,0,43,18,0,5,56,224,176,226,63,18,54,2,18,582,9,73,4,36,180,996,2890,7788
Chhattisgarh,Raipur,2009,101,94,1,145,35,7,9,119,889,696,882,156,56,150,22,51,2425,26,260,32,120,529,3109,9915,21838
Chhattisgarh,Rajnandgaon,2009,55,31,6,47,12,1,6,29,191,72,190,32,7,20,5,22,93,8,78,5,59,168,1934,3071,8151
Chhattisgarh,Sarguja,2009,58,28,1,81,15,0,2,26,111,60,78,29,7,35,0,12,48,1,86,0,45,86,1026,1835,5679
Chhattisgarh,Surajpur,2009,52,23,0,76,7,4,11,17,109,15,91,21,7,18,0,5,343,3,81,1,44,86,434,1450,4907
Chhattisgarh,Balrampur,2010,30,20,1,61,0,12,3,14,37,0,28,29,1,6,0,5,58,1,71,29,0,49,430,886,3781
Chhattisgarh,Bilaspur,2010,106,49,1,69,26,12,5,61,525,223,576,224,22,75,5,53,1923,20,167,18,130,245,2063,6599,15207
Chhattisgarh,Bizapur,2010,73,102,1,3,3,7,20,3,6,4,7,14,0,1,1,7,18,0,0,0,6,8,110,395,2799
Chhattisgarh,Dantewara,2010,63,83,0,9,6,2,12,9,32,12,25,34,2,3,1,24,36,2,8,0,5,45,279,692,3394
Chhattisgarh,Dhamtari,2010,18,5,0,40,5,5,5,7,103,48,102,25,3,25,0,3,71,2,55,6,18,91,745,1382,4774
Chhattisgarh,Durg,2010,85,58,3,106,35,4,1,83,634,389,565,101,21,195,8,31,345,14,269,36,118,433,6024,9563,21131
Chhattisgarh,Grp Raipur,2010,1,3,0,1,2,0,0,7,4,13,316,1,0,1,0,0,6,0,3,0,1,1,47,407,2824
Chhattisgarh,Jagdalpur,2010,66,48,0,48,15,2,11,20,101,89,49,30,9,14,4,6,599,4,33,4,23,171,811,2157,6324
Chhattisgarh,Janjgir,2010,47,21,3,39,8,1,3,30,197,91,197,117,13,40,4,28,901,14,90,6,100,149,797,2896,7802
Chhattisgarh,Jashpur,2010,62,15,1,69,21,3,3,21,73,15,56,26,3,9,3,6,85,0,53,4,26,94,588,1240,4486
Chhattisgarh,Kabirdham,2010,22,8,3,19,7,1,0,5,75,21,46,33,2,12,1,5,513,2,85,7,18,70,423,1378,4766
Chhattisgarh,Kanker,2010,42,51,0,18,5,6,15,12,46,21,32,28,1,14,0,8,19,2,27,2,8,64,554,976,3961
Chhattisgarh,Korba,2010,41,12,2,32,6,1,4,30,160,94,123,55,10,30,1,3,788,10,80,4,40,151,922,2600,7209
Chhattisgarh,Koriya,2010,32,13,1,58,21,0,5,9,172,30,94,25,2,21,0,6,621,3,98,9,48,60,489,1817,5644
Chhattisgarh,Mahasamund,2010,34,15,0,26,6,1,2,14,116,36,129,12,2,26,2,9,175,7,65,5,13,139,790,1624,5258
Chhattisgarh,Narayanpur,2010,18,41,0,3,2,7,8,1,7,5,3,0,0,1,0,3,18,0,5,0,2,4,59,187,2384
Chhattisgarh,Raigarh,2010,67,37,4,52,19,0,13,52,264,166,162,93,22,71,4,23,684,10,89,7,45,183,1063,3130,8270
Chhattisgarh,Raipur,2010,102,86,4,136,39,10,7,108,750,722,832,164,65,188,15,59,2720,7,268,33,125,556,3361,10360,22727
Chhattisgarh,Rajnandgaon,2010,47,39,1,43,15,3,1,16,177,55,139,28,6,32,8,16,104,9,72,5,41,147,1845,2849,7708
Chhattisgarh,Sarguja,2010,51,38,3,103,25,0,2,38,144,89,117,30,9,27,1,13,69,3,99,1,40,128,1188,2218,6446
Chhattisgarh,Surajpur,2010,58,12,2,77,13,3,2,12,88,16,68,23,3,22,1,11,435,5,69,6,54,119,503,1602,5214
Chhattisgarh,Balrampur,2011,39,27,2,55,0,2,6,6,30,0,19,29,1,9,0,5,100,3,52,0,23,43,457,908,3827
Chhattisgarh,Bilaspur,2011,112,43,2,70,16,8,1,57,401,217,370,153,12,84,8,26,1874,17,146,4,72,243,1509,5446,12902
Chhattisgarh,Bizapur,2011,60,91,1,4,2,2,5,2,11,2,13,0,0,8,0,9,5,0,5,0,3,9,93,325,2661
Chhattisgarh,Dantewara,2011,54,69,0,8,7,2,12,2,26,18,24,31,5,12,0,13,29,0,10,1,9,51,291,674,3359
Chhattisgarh,Dhamtari,2011,13,7,0,27,18,0,0,7,109,29,52,12,4,34,1,4,61,4,44,3,16,90,655,1190,4391
Chhattisgarh,Durg,2011,93,91,8,115,86,29,4,83,614,298,647,75,16,174,13,36,226,13,291,43,131,405,7724,11218,24444
Chhattisgarh,Gariyaband,2011,28,14,0,21,1,3,3,2,34,15,23,6,0,6,0,9,267,5,30,1,8,37,174,687,3385
Chhattisgarh,Grp Raipur,2011,4,0,0,2,0,0,0,2,5,6,187,2,0,2,0,1,12,1,1,0,1,3,48,277,2565
Chhattisgarh,Jagdalpur,2011,66,22,1,68,9,0,3,11,111,60,42,28,6,18,2,12,732,0,29,3,19,176,844,2262,6535
Chhattisgarh,Janjgir,2011,43,26,1,33,10,3,1,44,202,133,181,120,14,40,4,24,1194,15,114,15,104,159,854,3335,8680
Chhattisgarh,Jashpur,2011,78,14,0,78,33,16,2,14,59,24,56,19,12,32,3,4,88,1,69,2,36,68,604,1312,4635
Chhattisgarh,Kabirdham,2011,16,18,2,23,16,0,0,5,81,25,58,37,4,39,1,3,523,2,43,7,14,56,444,1417,4845
Chhattisgarh,Kanker,2011,51,26,1,29,4,4,8,8,28,13,23,30,5,7,0,15,30,4,14,2,10,61,556,929,3869
Chhattisgarh,Korba,2011,34,13,0,39,2,3,2,36,148,120,109,64,3,22,7,16,706,5,86,12,48,142,830,2448,6906
Chhattisgarh,Koriya,2011,45,20,0,72,11,5,1,10,138,50,54,21,3,31,1,2,536,3,95,1,55,63,472,1690,5390
Chhattisgarh,Mahasamund,2011,22,14,0,30,35,2,1,14,136,62,121,40,2,51,2,9,114,2,65,11,31,150,1226,2140,6291
Chhattisgarh,Narayanpur,2011,29,34,0,5,0,2,8,1,5,3,2,0,0,1,0,5,25,0,2,1,0,14,42,179,2369
Chhattisgarh,Raigarh,2011,87,51,5,62,10,5,1,33,242,209,164,66,15,64,7,13,688,11,84,6,32,169,1000,3024,8059
Chhattisgarh,Raipur,2011,95,84,2,133,35,20,7,74,776,815,626,137,60,239,9,50,3161,11,232,53,100,519,3414,10652,23315
Chhattisgarh,Rajnandgaon,2011,43,34,1,38,21,1,0,23,169,87,79,20,11,26,7,16,91,4,70,3,23,181,2183,3133,8275
Chhattisgarh,Sarguja,2011,54,33,1,65,32,0,3,24,143,81,105,28,2,38,0,9,84,0,114,3,36,107,1350,2312,6635
Chhattisgarh,Surajpur,2011,44,16,1,76,17,0,0,12,80,25,68,16,5,43,0,8,559,3,58,3,63,110,453,1660,5331
Chhattisgarh,Balod,2012,15,2,2,22,6,1,2,6,70,25,50,14,1,27,1,4,24,4,50,1,9,93,688,1117,4246
Chhattisgarh,Baloda Bazar,2012,24,18,2,45,18,0,3,26,182,57,124,39,6,18,0,20,858,0,98,10,37,131,655,2371,6754
Chhattisgarh,Balrampur,2012,39,18,0,64,0,5,4,7,33,0,48,14,3,14,0,3,87,0,52,2,30,70,457,950,3912
Chhattisgarh,Bemetara,2012,12,15,0,24,18,1,0,8,57,35,70,19,0,16,1,6,30,3,61,5,29,87,826,1323,4658
Chhattisgarh,Bilaspur,2012,74,42,1,47,28,5,7,65,428,240,244,140,11,82,12,25,1612,10,169,11,95,177,1051,4576,11164
Chhattisgarh,Bizapur,2012,46,58,0,4,3,0,7,7,13,2,12,3,0,1,2,3,10,0,5,0,1,20,94,291,2594
Chhattisgarh,Dantewara,2012,40,12,1,7,1,0,3,0,17,4,12,7,0,5,0,7,16,0,4,0,5,44,175,360,2732
Chhattisgarh,Dhamtari,2012,17,7,1,21,2,0,0,7,97,46,49,14,4,24,1,3,51,1,36,11,15,93,647,1147,4306
Chhattisgarh,Durg,2012,52,44,1,91,47,8,1,32,377,362,431,31,17,125,1,21,165,9,178,25,111,261,5081,7471,16954
Chhattisgarh,Gariyaband,2012,13,13,2,19,2,4,2,5,53,20,55,18,2,12,0,6,267,1,28,5,6,43,255,831,3674
Chhattisgarh,Grp Raipur,2012,3,1,1,2,6,1,0,2,3,10,186,0,0,2,0,0,9,0,5,0,2,0,56,289,2590
Chhattisgarh,Jagdalpur,2012,42,22,2,36,10,1,0,9,76,48,33,27,3,18,3,21,455,0,20,0,8,114,506,1454,4920
Chhattisgarh,Janjgir,2012,51,16,1,33,19,2,2,32,236,188,191,123,14,50,1,23,1162,11,104,13,123,173,719,3287,8586
Chhattisgarh,Jashpur,2012,54,27,1,80,19,41,1,10,67,31,50,18,8,23,0,6,77,2,29,0,31,71,590,1237,4485
Chhattisgarh,Kabirdham,2012,17,20,0,22,14,0,0,11,62,12,57,25,0,23,0,3,564,1,58,2,20,54,411,1376,4764
Chhattisgarh,Kanker,2012,32,21,1,23,6,3,5,5,30,22,17,15,2,13,0,10,17,2,18,1,19,85,660,1007,4026
Chhattisgarh,Kondagaon,2012,21,8,0,11,0,7,0,0,20,0,23,3,0,3,0,2,126,0,4,3,2,54,250,537,3086
Chhattisgarh,Korba,2012,44,9,1,43,15,1,1,8,114,87,93,33,9,41,4,11,692,4,59,7,42,150,749,2217,6446
Chhattisgarh,Koriya,2012,38,17,0,42,12,1,0,8,104,31,46,27,1,21,3,13,596,5,86,2,65,68,395,1581,5174
Chhattisgarh,Mahasamund,2012,33,9,0,28,37,1,1,15,144,64,110,51,7,38,3,9,98,4,63,4,33,128,1240,2120,6252
Chhattisgarh,Mungeli,2012,18,4,0,6,13,0,0,9,83,24,70,40,5,13,0,12,31,2,24,3,26,39,590,1012,4036
Chhattisgarh,Narayanpur,2012,12,20,0,5,1,5,11,1,7,2,5,0,1,5,0,7,26,0,4,2,0,15,57,186,2384
Chhattisgarh,Raigarh,2012,61,41,6,69,14,1,2,51,237,259,171,63,21,31,4,10,659,6,81,8,55,201,1002,3053,8118
Chhattisgarh,Raipur,2012,56,46,2,111,14,8,3,46,536,652,586,102,35,214,8,47,2599,8,148,38,109,339,2615,8323,18657
Chhattisgarh,Rajnandgaon,2012,45,29,1,31,7,2,1,17,145,74,99,19,7,49,9,29,71,3,52,7,17,162,2159,3035,8082
Chhattisgarh,Sarguja,2012,56,28,0,73,18,0,2,13,73,46,78,36,7,19,0,15,58,0,89,1,25,88,1015,1742,5494
Chhattisgarh,Sukma,2012,24,30,0,1,5,2,6,3,8,2,5,3,0,2,0,10,14,0,2,0,2,15,71,205,2422
Chhattisgarh,Surajpur,2012,59,16,0,74,15,0,0,9,62,15,68,26,6,36,0,4,481,5,74,1,63,113,373,1500,5012
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2001,3,2,0,6,2,2,0,2,34,15,30,4,13,12,1,1,29,0,7,0,4,0,183,350,2701
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2002,11,2,0,4,5,4,3,1,38,38,37,5,12,10,0,2,29,0,3,0,3,0,142,349,2700
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2003,11,5,0,1,4,3,4,6,41,15,46,17,8,13,2,4,22,0,4,0,2,1,129,338,2679
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2004,11,4,0,7,7,5,3,2,20,20,33,17,12,22,0,2,35,0,5,0,3,8,193,409,2822
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2005,7,5,0,5,9,4,3,2,25,17,57,18,12,10,4,1,33,0,5,0,5,17,195,434,2873
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2006,9,0,1,6,14,4,5,5,41,13,48,8,30,10,1,5,35,1,5,1,5,16,172,435,2876
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2007,10,2,0,7,6,3,1,3,28,19,68,39,17,10,1,10,25,0,0,0,3,12,161,425,2857
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2008,9,2,0,6,11,6,1,0,49,18,36,24,10,24,1,6,26,0,4,0,4,10,154,401,2810
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2009,10,5,1,4,9,3,9,2,43,21,42,53,17,20,1,5,23,0,2,1,3,17,151,442,2893
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2010,6,0,1,3,10,8,2,3,25,34,29,44,12,18,1,2,11,0,11,2,3,20,133,378,2766
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2011,14,2,0,4,8,1,7,2,22,43,26,20,10,18,2,5,25,0,2,0,3,24,134,372,2755
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2012,7,2,0,3,9,4,2,2,22,36,32,11,10,4,0,12,25,0,2,0,0,23,112,318,2648
Daman & Diu,Daman,2001,6,5,0,0,3,2,0,0,39,20,14,14,4,7,1,3,18,0,0,0,4,0,54,194,2389
Daman & Diu,Diu,2001,1,0,0,0,0,0,0,0,4,0,6,9,1,2,0,0,3,0,0,0,0,0,19,45,2091
Daman & Diu,Daman,2002,7,1,0,0,1,1,1,0,51,31,15,14,5,10,0,2,16,0,0,0,3,0,53,211,2424
Daman & Diu,Diu,2002,1,2,0,0,1,0,1,1,5,4,6,2,0,0,0,0,2,0,0,0,0,0,25,50,2102
Daman & Diu,Daman,2003,6,3,0,4,1,0,4,1,37,23,21,29,7,8,3,1,14,0,3,0,0,6,69,240,2483
Daman & Diu,Diu,2003,0,0,0,1,0,0,0,0,4,2,0,2,1,0,3,0,0,1,0,0,0,0,15,29,2061
Daman & Diu,Daman,2004,2,1,0,1,0,2,0,1,35,12,15,19,3,4,0,2,12,0,1,0,4,20,37,171,2346
Daman & Diu,Diu,2004,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,5,14,27,2058
Daman & Diu,Daman,2005,4,2,0,2,2,2,3,0,29,24,18,16,5,2,3,1,12,1,1,0,1,21,44,193,2391
Daman & Diu,Diu,2005,1,0,0,0,0,0,1,0,8,3,5,3,1,1,4,0,4,0,0,0,2,3,14,50,2105
Daman & Diu,Daman,2006,6,2,0,1,1,2,8,1,54,30,24,19,9,3,1,4,18,0,2,0,0,22,36,243,2492
Daman & Diu,Diu,2006,0,1,0,2,0,0,0,0,6,3,6,5,0,0,3,1,0,0,0,0,2,4,12,45,2096
Daman & Diu,Daman,2007,12,6,0,1,0,0,3,1,41,26,11,26,5,6,0,2,14,1,0,0,1,29,24,210,2426
Daman & Diu,Diu,2007,0,1,0,0,1,0,0,1,5,2,4,5,0,0,6,1,6,0,0,0,2,3,13,50,2107
Daman & Diu,Daman,2008,2,1,0,0,0,2,2,3,36,24,17,29,3,2,0,2,11,0,2,0,0,33,23,192,2392
Daman & Diu,Diu,2008,0,1,0,0,1,1,0,1,9,7,1,6,1,0,1,1,1,0,0,1,5,6,13,56,2120
Daman & Diu,Daman,2009,5,4,1,1,0,0,0,4,30,18,13,19,7,3,1,3,11,0,4,1,1,27,55,208,2425
Daman & Diu,Diu,2009,0,0,0,0,0,0,0,0,3,9,1,10,1,1,2,0,3,0,0,0,2,13,23,68,2145
Daman & Diu,Daman,2010,5,2,1,1,2,0,6,0,23,23,18,8,3,3,0,0,9,0,2,0,1,32,25,164,2338
Daman & Diu,Diu,2010,0,0,0,0,0,0,0,0,4,6,0,3,1,2,0,0,3,0,0,0,2,6,12,39,2088
Daman & Diu,Daman,2011,6,1,0,1,1,1,4,4,24,25,12,15,2,7,1,0,9,0,0,0,2,36,19,170,2351
Daman & Diu,Diu,2011,0,0,0,0,1,0,0,2,7,8,2,4,1,3,1,0,2,0,0,0,0,7,16,54,2119
Daman & Diu,Daman,2012,3,4,0,5,0,2,1,3,24,39,13,6,6,7,0,10,15,0,0,0,1,29,34,202,2416
Daman & Diu,Diu,2012,0,1,0,0,0,1,0,0,2,3,0,3,0,1,0,1,2,0,0,0,2,9,12,37,2086
Delhi,Central,2001,29,42,4,28,42,20,3,42,149,560,1035,9,57,134,3,1,113,4,30,7,2,13,1422,3750,9500
Delhi,East,2001,56,51,15,24,39,124,4,47,270,835,816,20,41,143,6,4,257,11,56,11,27,23,1552,4447,10880
Delhi,G.R.P.(Rly),2001,11,4,0,1,7,0,1,11,2,13,1417,0,2,19,2,0,7,0,4,0,0,0,129,1630,5261
Delhi,I.G.I. Airport,2001,2,2,1,0,1,3,0,2,0,7,45,1,6,483,1,1,5,0,0,2,0,2,61,625,3251
Delhi,New Delhi,2001,11,14,0,9,19,8,1,22,75,341,896,14,36,296,12,3,35,0,20,6,2,109,731,2660,7321
Delhi,North,2001,28,33,5,28,53,46,2,52,177,455,909,11,86,159,7,3,165,4,26,6,9,0,1729,3998,9992
Delhi,North East,2001,62,79,5,36,123,34,3,74,157,500,461,7,27,57,3,3,260,20,34,1,8,12,1477,3449,8893
Delhi,North West,2001,134,107,13,103,298,220,14,122,619,1429,1421,20,55,139,3,14,429,25,102,18,22,22,4663,10001,21994
Delhi,S.T.F.,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
Delhi,South,2001,83,75,7,65,170,95,9,120,803,1986,2234,46,100,373,1,10,307,15,96,24,22,103,3991,10745,23481
Delhi,South West,2001,61,52,1,42,113,61,9,74,359,772,1044,32,31,182,3,8,181,16,69,13,24,144,2094,5389,12775
Delhi,West,2001,70,51,12,45,99,52,2,58,418,996,1104,5,38,198,1,3,252,18,65,2,22,4,4151,7690,17357
Delhi,Central,2002,23,38,7,22,57,14,1,39,143,453,903,8,46,143,4,1,108,2,41,17,6,20,1481,3578,9157
Delhi,East,2002,50,35,9,10,109,32,7,37,210,779,661,14,32,105,7,6,247,19,55,6,16,15,1407,3881,9751
Delhi,G.R.P.(Rly),2002,2,4,0,0,0,3,1,12,0,21,1259,0,4,22,0,0,10,0,3,0,0,0,66,1407,4816
Delhi,I.G.I. Airport,2002,4,0,1,0,1,0,0,2,1,8,44,1,4,576,0,0,0,0,2,2,0,1,77,724,3450
Delhi,New Delhi,2002,6,8,1,8,12,8,0,20,54,347,802,10,24,266,10,2,45,0,11,15,2,101,652,2406,6812
Delhi,North,2002,40,22,12,27,47,37,7,43,131,412,771,14,66,136,7,8,160,5,31,23,4,0,1666,3681,9352
Delhi,North East,2002,66,65,2,39,111,45,2,65,139,473,405,12,24,71,3,3,224,13,27,3,29,20,1108,2957,7908
Delhi,North West,2002,135,90,9,120,259,171,20,112,487,1210,1080,14,75,136,3,12,360,26,101,16,20,50,4674,9191,20373
Delhi,S.T.F.,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
Delhi,South,2002,80,60,6,65,124,39,4,74,518,1897,1644,37,102,293,3,10,252,22,76,22,22,100,3853,9306,20611
Delhi,South West,2002,52,45,5,68,80,46,4,48,364,774,757,24,34,168,5,8,167,21,62,13,20,50,1995,4814,11626
Delhi,Spl Cell,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,15,44,2090
